State,Name,Address,Price,Bed_Info,Phone
Alabama,"9167 Aegean Cir, Lehigh Acres, FL 33936","9167 Aegean Cir, Lehigh Acres, FL 33936","$1,699","3 Beds, 2 Baths, 1,403 sq ft",2393424508
Alabama,"2814 38th St SW, Lehigh Acres, FL 33976","2814 38th St SW, Lehigh Acres, FL 33976","$1,925","4 Beds, 2 Baths, 1,833 sq ft",2399709920
Alabama,"2606 34th St SW, Lehigh Acres, FL 33976","2606 34th St SW, Lehigh Acres, FL 33976","$2,500","4 Beds, 3 Baths, 1,916 sq ft",7866730454
Alabama,"416 Portola Ave, Lehigh Acres, FL 33974","416 Portola Ave, Lehigh Acres, FL 33974","$1,990","3 Beds, 2 Baths, 1,272 sq ft",2394290286
Alabama,"2904 23rd St SW, Lehigh Acres, FL 33976","2904 23rd St SW, Lehigh Acres, FL 33976","$2,380","4 Beds, 2 Baths, 1,747 sq ft",2398957906
Alabama,"4790 Jordan Ave S, Lehigh Acres, FL 33973","4790 Jordan Ave S, Lehigh Acres, FL 33973","$2,100","3 Beds, 2 Baths",2393560979
Alabama,"1608 Hazel Ave S, Lehigh Acres, FL 33976","1608 Hazel Ave S, Lehigh Acres, FL 33976","$2,070","3 Beds, 2 Baths, 1,408 sq ft",2399325215
Alabama,"18461 Copperhead Ct Unit 421, Lehigh Acres, FL 33936","18461 Copperhead Ct Unit 421, Lehigh Acres, FL 33936","$1,895","3 Beds, 2 Baths, 1,301 sq ft",2394215347
Alabama,"9077 Aegean Cir, Lehigh Acres, FL 33936","9077 Aegean Cir, Lehigh Acres, FL 33936","$1,999","2 Beds, 2 Baths, 1,120 sq ft",2394207681
Alabama,"2608 23rd St SW, Lehigh Acres, FL 33976","2608 23rd St SW, Lehigh Acres, FL 33976","$2,000","4 Beds, 2 Baths, 1,570 sq ft",2392514162
Alabama,"152 Grant Blvd, Lehigh Acres, FL 33974","152 Grant Blvd, Lehigh Acres, FL 33974","$2,125","4 Beds, 2 Baths, 1,833 sq ft",2394993547
Alabama,"577 Pierre Cir, Lehigh Acres, FL 33974","577 Pierre Cir, Lehigh Acres, FL 33974","$1,540","3 Beds, 2 Baths, 1,223 sq ft",
Alabama,"3204 21st St SW, Lehigh Acres, FL 33976","3204 21st St SW, Lehigh Acres, FL 33976","$1,525","3 Beds, 2 Baths, 1,100 sq ft",2392512062
Alabama,"3302 33rd St SW, Lehigh Acres, FL 33976","3302 33rd St SW, Lehigh Acres, FL 33976","$1,740","3 Beds, 2 Baths, 1,314 sq ft",2392190252
Alabama,"1905 Nora Ave S, Lehigh Acres, FL 33976","1905 Nora Ave S, Lehigh Acres, FL 33976","$1,715","4 Beds, 2 Baths, 1,441 sq ft",2397881970
Alabama,"348 Dellwood Ave, Lehigh Acres, FL 33936","348 Dellwood Ave, Lehigh Acres, FL 33936","$1,900","2 Beds, 2 Baths, 1,336 sq ft",2392515930
Alabama,"3216 9th St SW, Lehigh Acres, FL 33976","3216 9th St SW, Lehigh Acres, FL 33976","$1,860","3 Beds, 2 Baths, 1,283 sq ft",2392045577
Alabama,"3102 19th St SW, Lehigh Acres, FL 33976","3102 19th St SW, Lehigh Acres, FL 33976","$1,875","4 Beds, 2 Baths, 1,833 sq ft",2396676707
Alabama,"20004 Lake Vista Cir, Lehigh Acres, FL 33936","20004 Lake Vista Cir, Lehigh Acres, FL 33936","$1,800","3 Beds, 2 Baths, 1,517 sq ft",2394431326
Alabama,"2709 6th St W, Lehigh Acres, FL 33971","2709 6th St W, Lehigh Acres, FL 33971","$2,100","3 Beds, 2 Baths",2393748432
Alabama,"110 Doveside Ln, Lehigh Acres, FL 33936","110 Doveside Ln, Lehigh Acres, FL 33936","$1,995","4 Beds, 2 Baths, 1,683 sq ft",2394431344
Alabama,"3304 17th St SW, Lehigh Acres, FL 33976","3304 17th St SW, Lehigh Acres, FL 33976","$2,299","4 Beds, 2 Baths, 1,843 sq ft",2396538998
Alabama,"3114 35th St SW, Lehigh Acres, FL 33976","3114 35th St SW, Lehigh Acres, FL 33976","$2,220","3 Beds, 2 Baths, 1,508 sq ft",8443953959
Alabama,"3208 6th St SW, Lehigh Acres, FL 33976","3208 6th St SW, Lehigh Acres, FL 33976","$2,095","4 Beds, 2 Baths, 1,833 sq ft",2392962762
Alabama,"168 Pullman St Unit 2, Lehigh Acres, FL 33974","168 Pullman St Unit 2, Lehigh Acres, FL 33974","$2,500","3 Beds, 2 Baths",9736681014
Alabama,"2619 24th St, Lehigh Acres, FL 33976","2619 24th St, Lehigh Acres, FL 33976","$2,000","2 Beds, 2 Baths",3052154994
Alabama,"20697 Hazelnut Ct, Lehigh Acres, FL 33936","20697 Hazelnut Ct, Lehigh Acres, FL 33936","$2,000","2 Beds, 2 Baths, 1,564 sq ft",2393576751
Alabama,"18461 Copperhead Dr Unit 425, Lehigh Acres, FL 33936","18461 Copperhead Dr Unit 425, Lehigh Acres, FL 33936","$2,050","2 Beds, 2 Baths, 1,120 sq ft",2396419379
Alabama,"2802 50th St SW, Lehigh Acres, FL 33976","2802 50th St SW, Lehigh Acres, FL 33976","$1,545","4 Beds, 2 Baths, 1,333 sq ft",9045630108
Alabama,"2930 18th St SW, Lehigh Acres, FL 33976","2930 18th St SW, Lehigh Acres, FL 33976","$2,000","2 Beds, 1 Bath, 1,551 sq ft",7862608585
Alabama,"149 Partridge St, Lehigh Acres, FL 33974","149 Partridge St, Lehigh Acres, FL 33974","$1,895","3 Beds, 2 Baths, 1,453 sq ft",9045630108
Alabama,"432 Piper Ave, Lehigh Acres, FL 33974","432 Piper Ave, Lehigh Acres, FL 33974","$2,100","3 Beds, 2 Baths, 1,100 sq ft",7863030404
Alabama,"10517 Canal Brook Ln, Lehigh Acres, FL 33936","10517 Canal Brook Ln, Lehigh Acres, FL 33936","$2,200","4 Beds, 2 Baths, 1,828 sq ft",2392339345
Alabama,"438 Raymer St, Lehigh Acres, FL 33974","438 Raymer St, Lehigh Acres, FL 33974","$2,250","3 Beds, 2 Baths, 1,717 sq ft",7862027713
Alabama,"18273 Gibraltar Ln, Lehigh Acres, FL 33936","18273 Gibraltar Ln, Lehigh Acres, FL 33936","$1,649","4 Beds, 2 Baths, 1,203 sq ft",2396910810
Alabama,"19393 Orchidtree Ct, Lehigh Acres, FL 33936","19393 Orchidtree Ct, Lehigh Acres, FL 33936","$1,795","3 Beds, 2 Baths, 1,708 sq ft",2392897533
Alabama,"736 Alabama Rd S, Lehigh Acres, FL 33974","736 Alabama Rd S, Lehigh Acres, FL 33974","$2,100","2 Beds, 2 Baths, 1,200 sq ft",2398253180
Alabama,"174 Partridge St, Lehigh Acres, FL 33974","174 Partridge St, Lehigh Acres, FL 33974","$1,950","3 Beds, 2 Baths, 1,574 sq ft",2398511433
Alabama,"2916 30th St SW, Lehigh Acres, FL 33976","2916 30th St SW, Lehigh Acres, FL 33976","$2,400","3 Beds, 2 Baths, 1,715 sq ft",2396927354
Alabama,"343 Pembroke St, Lehigh Acres, FL 33974","343 Pembroke St, Lehigh Acres, FL 33974","$1,899","3 Beds, 2 Baths, 2,111 sq ft",2398395925
Alabama,"2810-2844 44th St SW, Lehigh Acres, FL 33976","2810-2844 44th St SW, Lehigh Acres, FL 33976","$2,600","3 Beds, 2 Baths, 1,714 sq ft",5619299068
Alabama,"47 Tangelo Ct, Lehigh Acres, FL 33936","47 Tangelo Ct, Lehigh Acres, FL 33936","$1,150","2 Beds, 2 Baths, 812 sq ft",2393695892
Alabama,"335 Pinehurst Ave, Lehigh Acres, FL 33974","335 Pinehurst Ave, Lehigh Acres, FL 33974","$1,850","4 Beds, 2 Baths, 1,620 sq ft",2392699931
Alabama,"1100 Vineyard Pl, Lehigh Acres, FL 33936","1100 Vineyard Pl, Lehigh Acres, FL 33936","$1,200","1 Bed, 1 Bath, 644 sq ft",2393550423
Alabama,"315 Rushmore Ave N, Lehigh Acres, FL 33936","315 Rushmore Ave N, Lehigh Acres, FL 33936","$1,500","2 Beds, 1 Bath, 1,196 sq ft",2398106375
Alabama,"2913 1st St W, Lehigh Acres, FL 33971","2913 1st St W, Lehigh Acres, FL 33971","$2,400","4 Beds, 2 Baths, 1,650 sq ft",2393338065
Alabama,"3016 49th St SW, Lehigh Acres, FL 33976","3016 49th St SW, Lehigh Acres, FL 33976","$2,200","3 Beds, 2 Baths, 1,289 sq ft",2398677584
Alabama,"509 Piedmont St, Lehigh Acres, FL 33974","509 Piedmont St, Lehigh Acres, FL 33974","$2,100","3 Beds, 2 Baths, 1,500 sq ft",2398884458
Alabama,"16 Tangerine Ct, Lehigh Acres, FL 33936","16 Tangerine Ct, Lehigh Acres, FL 33936","$1,250","2 Beds, 2 Baths, 1,200 sq ft",2399452505
Alabama,"8 Tangelo Ct, Lehigh Acres, FL 33936","8 Tangelo Ct, Lehigh Acres, FL 33936","$1,300","2 Beds, 2 Baths, 840 sq ft",2399803371
Alabama,"9351 Aegean Cir, Lehigh Acres, FL 33936","9351 Aegean Cir, Lehigh Acres, FL 33936","$1,800","2 Beds, 2 Baths, 1,309 sq ft",2398343249
Alabama,"429 Morgan Cir S, Lehigh Acres, FL 33936","429 Morgan Cir S, Lehigh Acres, FL 33936","$2,000","3 Beds, 1.5 Baths, 926 sq ft",2398984540
Alabama,"1540 Crestwood Cir N, Lehigh Acres, FL 33936","1540 Crestwood Cir N, Lehigh Acres, FL 33936","$1,750","3 Beds, 2 Baths, 1,439 sq ft",2398782733
Alabama,"610 Alabama Rd S, Lehigh Acres, FL 33974","610 Alabama Rd S, Lehigh Acres, FL 33974","$2,000","3 Beds, 2 Baths, 2,386 sq ft",2399944048
Alabama,"348 Ranch Ave, Lehigh Acres, FL 33974","348 Ranch Ave, Lehigh Acres, FL 33974","$2,400","3 Beds, 2 Baths, 1,672 sq ft",2396779130
Alabama,"18451 COPPERHEAD Ct Unit 537, Lehigh Acres, FL 33974","18451 COPPERHEAD Ct Unit 537, Lehigh Acres, FL 33974","$1,900","2 Beds, 2 Baths, 1,150 sq ft",8046565007
Alabama,"18451 Copperhead Dr, Lehigh Acres, FL 33936","18451 Copperhead Dr, Lehigh Acres, FL 33936","$2,250","2 Beds, 2 Baths, 1,150 sq ft",8046565007
Alabama,"168 Pullman St, Lehigh Acres, FL 33974","168 Pullman St, Lehigh Acres, FL 33974","$2,300","3 Beds, 2 Baths, 1,500 sq ft",9736681014
Alabama,"2902 27th St SW, Lehigh Acres, FL 33976","2902 27th St SW, Lehigh Acres, FL 33976","$1,750","3 Beds, 2 Baths, 1,188 sq ft",9564436939
Alabama,"20525 Copperhead Dr, Lehigh Acres, FL 33936","20525 Copperhead Dr, Lehigh Acres, FL 33936","$2,650","3 Beds, 3 Baths, 1,849 sq ft",7862127688
Alabama,"1121 Wesley St, Lehigh Acres, FL 33936","1121 Wesley St, Lehigh Acres, FL 33936","$1,250","1 Bed, 1 Bath, 644 sq ft",2399400426
Alabama,"2505 12th St SW, Lehigh Acres, FL 33936","2505 12th St SW, Lehigh Acres, FL 33936","$2,295","4 Beds, 2 Baths, 1,822 sq ft",2397705306
Alabama,"2811-2820 20th St SW, Lehigh Acres, FL 33976","2811-2820 20th St SW, Lehigh Acres, FL 33976","$2,650","3 Beds, 2 Baths, 1,700 sq ft",7866002838
Alabama,"9218 Aqua Overlook Ct, Lehigh Acres, FL 33936","9218 Aqua Overlook Ct, Lehigh Acres, FL 33936","$2,495","3 Beds, 3 Baths, 2,434 sq ft",2398395925
Alabama,"326 Grant Blvd, Lehigh Acres, FL 33974","326 Grant Blvd, Lehigh Acres, FL 33974","$1,700","3 Beds, 2 Baths, 1,165 sq ft",7864480189
Alabama,"328 Grant Blvd, Lehigh Acres, FL 33974","328 Grant Blvd, Lehigh Acres, FL 33974","$1,700","3 Beds, 2 Baths, 1,165 sq ft",7864480189
Alabama,"2604 26th St SW, Lehigh Acres, FL 33976","2604 26th St SW, Lehigh Acres, FL 33976","$2,380","3 Beds, 2 Baths, 1,747 sq ft",2398957906
Alabama,"2302 Loraine Ave S, Lehigh Acres, FL 33976","2302 Loraine Ave S, Lehigh Acres, FL 33976","$1,645","3 Beds, 2 Baths, 1,097 sq ft",9045630108
Alabama,"6 Aztec Lily Ln, Lehigh Acres, FL 33936","6 Aztec Lily Ln, Lehigh Acres, FL 33936","$1,500","2 Beds, 2 Baths, 853 sq ft",2392138065
Alabama,"587 Alabama Rd S, Lehigh Acres, FL 33974","587 Alabama Rd S, Lehigh Acres, FL 33974","$2,100","3 Beds, 2 Baths, 1,270 sq ft",9547892697
Alabama,"18 Westminster St N, Lehigh Acres, FL 33936","18 Westminster St N, Lehigh Acres, FL 33936","$1,650","2 Beds, 1 Bath, 1,284 sq ft",2398101822
Alabama,"1539 Medford Pl, Lehigh Acres, FL 33936","1539 Medford Pl, Lehigh Acres, FL 33936","$1,750","3 Beds, 2 Baths, 1,206 sq ft",2399390001
Alabama,"467 Paddock St, Lehigh Acres, FL 33974","467 Paddock St, Lehigh Acres, FL 33974","$2,200","3 Beds, 2 Baths, 1,630 sq ft",2392040552
Alabama,"18461 Copperhead Dr Unit 436, Lehigh Acres, FL 33936","18461 Copperhead Dr Unit 436, Lehigh Acres, FL 33936","$3,495","2 Beds, 2 Baths, 1,154 sq ft",2393707930
Alabama,"2505 39th St SW, Lehigh Acres, FL 33976","2505 39th St SW, Lehigh Acres, FL 33976","$2,250","3 Beds, 2 Baths, 1,441 sq ft",9546409111
Alabama,"12 Westminster St N, Lehigh Acres, FL 33936","12 Westminster St N, Lehigh Acres, FL 33936","$1,250","1 Bed, 1 Bath, 644 sq ft",2397458090
Alabama,"2916 22nd St SW, Lehigh Acres, FL 33976","2916 22nd St SW, Lehigh Acres, FL 33976","$1,560","3 Beds, 2 Baths, 1,138 sq ft",9045630108
Alabama,"2909 23, Lehigh Acres, FL 33976","2909 23, Lehigh Acres, FL 33976","$1,800","2 Beds, 1 Bath",7868973326
Alabama,"1125 Gifford Ave S, Lehigh Acres, FL 33936","1125 Gifford Ave S, Lehigh Acres, FL 33936","$1,595","2 Beds, 1.5 Baths, 802 sq ft",2398106375
Alabama,"351 Ranchito Ave, Lehigh Acres, FL 33974","351 Ranchito Ave, Lehigh Acres, FL 33974","$2,200","3 Beds, 2.5 Baths, 1,500 sq ft",2398107806
Alabama,"2802 40th St SW, Lehigh Acres, FL 33976","2802 40th St SW, Lehigh Acres, FL 33976","$2,400","3 Beds, 2 Baths, 1,756 sq ft",9736681014
Alabama,"2502 35th St SW, Lehigh Acres, FL 33976","2502 35th St SW, Lehigh Acres, FL 33976","$2,000","3 Beds, 2 Baths, 1,230 sq ft",2396034204
Alabama,"18461 Copperhead Dr Unit 431, Lehigh Acres, FL 33936","18461 Copperhead Dr Unit 431, Lehigh Acres, FL 33936","$2,295","3 Beds, 2 Baths, 1,301 sq ft",2393707930
Alabama,"151 Pennfield St, Lehigh Acres, FL 33974","151 Pennfield St, Lehigh Acres, FL 33974","$2,000","3 Beds, 2 Baths, 2,384 sq ft",2392234238
Alabama,"2607 30th St SW, Lehigh Acres, FL 33976","2607 30th St SW, Lehigh Acres, FL 33976","$2,020","3 Beds, 2 Baths, 1,047 sq ft",9045630108
Alabama,"424 Alabama Rd S, Lehigh Acres, FL 33936","424 Alabama Rd S, Lehigh Acres, FL 33936","$2,950","5 Beds, 3 Baths, 1,647 sq ft",7863252557
Alabama,"1648 Cheshire Cir W, Lehigh Acres, FL 33936","1648 Cheshire Cir W, Lehigh Acres, FL 33936","$1,800","3 Beds, 2 Baths, 1,217 sq ft",2399400426
Alabama,"3014 13th St SW, Lehigh Acres, FL 33976","3014 13th St SW, Lehigh Acres, FL 33976","$2,050","3 Beds, 2 Baths, 1,187 sq ft",2392019734
Alabama,"117 Milwaukee Blvd, Lehigh Acres, FL 33974","117 Milwaukee Blvd, Lehigh Acres, FL 33974","$1,800","3 Beds, 2 Baths, 1,209 sq ft",2398411573
Alabama,"46 Desert Candle Cir, Lehigh Acres, FL 33936","46 Desert Candle Cir, Lehigh Acres, FL 33936","$1,700","2 Beds, 2 Baths, 854 sq ft",2398951025
Alabama,"417 Paddock St, Lehigh Acres, FL 33974","417 Paddock St, Lehigh Acres, FL 33974","$2,250","3 Beds, 2 Baths, 1,717 sq ft",7862027713
Alabama,"209 Rockcliff Ave, Lehigh Acres, FL 33936","209 Rockcliff Ave, Lehigh Acres, FL 33936","$1,575","2 Beds, 1.5 Baths, 996 sq ft",2393695892
Alabama,"20524 Copperhead Dr, Lehigh Acres, FL 33936","20524 Copperhead Dr, Lehigh Acres, FL 33936","$2,600","3 Beds, 3 Baths",7867472101
Alabama,"156 Pullman St, Lehigh Acres, FL 33974","156 Pullman St, Lehigh Acres, FL 33974","$2,100","3 Beds, 2 Baths, 1,214 sq ft",2398951025
Alabama,"9028 Aegean Cir, Lehigh Acres, FL 33936","9028 Aegean Cir, Lehigh Acres, FL 33936","$1,650","2 Beds, 2 Baths, 1,120 sq ft",2396004561
Alabama,"1618 Ridgecrest St, Lehigh Acres, FL 33936","1618 Ridgecrest St, Lehigh Acres, FL 33936","$1,500","2 Beds, 2 Baths, 993 sq ft",2393695892
Alabama,"18461 Copperhead Dr Unit 421, Lehigh Acres, FL 33936","18461 Copperhead Dr Unit 421, Lehigh Acres, FL 33936","$1,895","3 Beds, 2 Baths, 1,301 sq ft",2393707930
Alabama,"2906 24th St SW, Lehigh Acres, FL 33976","2906 24th St SW, Lehigh Acres, FL 33976","$2,100","3 Beds, 2 Baths, 1,620 sq ft",2398107806
Alabama,"2716 23rd St SW, Lehigh Acres, FL 33976","2716 23rd St SW, Lehigh Acres, FL 33976","$1,710","3 Beds, 2 Baths, 1,204 sq ft",2398102383
Alabama,"149 Pennfield St Unit 149, Lehigh Acres, FL 33974","149 Pennfield St Unit 149, Lehigh Acres, FL 33974","$1,700","3 Beds, 2 Baths",9542748672
Alabama,"10736 Crossback Ln, Lehigh Acres, FL 33936","10736 Crossback Ln, Lehigh Acres, FL 33936","$1,850","2 Beds, 2 Baths, 1,342 sq ft",2393337125
Alabama,"21 Dawn Flower Cir, Lehigh Acres, FL 33936","21 Dawn Flower Cir, Lehigh Acres, FL 33936","$1,200","2 Beds, 2 Baths, 854 sq ft",3175348301
Alabama,"9357 Aegean Cir, Lehigh Acres, FL 33936","9357 Aegean Cir, Lehigh Acres, FL 33936","$2,800","2 Beds, 2 Baths, 1,353 sq ft",8282603965
Alabama,"2712 46th St SW, Lehigh Acres, FL 33976","2712 46th St SW, Lehigh Acres, FL 33976","$2,000","3 Beds, 2 Baths, 1,212 sq ft",3059721969
Alabama,"402 Grant Blvd, Lehigh Acres, FL 33974","402 Grant Blvd, Lehigh Acres, FL 33974","$2,300","3 Beds, 2 Baths, 1,200 sq ft",2396925171
Alabama,"3100 Flora Ave S, Lehigh Acres, FL 33976","3100 Flora Ave S, Lehigh Acres, FL 33976","$2,100","3 Beds, 2 Baths, 1,356 sq ft",7868325212
Alabama,"10 Tangelo Ct, Lehigh Acres, FL 33936","10 Tangelo Ct, Lehigh Acres, FL 33936","$1,200","2 Beds, 2 Baths, 840 sq ft",2395426906
Alabama,"44 Tangelo Ct, Lehigh Acres, FL 33936","44 Tangelo Ct, Lehigh Acres, FL 33936","$1,250","2 Beds, 2 Baths, 812 sq ft",2399452505
Alabama,"334 Grant Blvd, Lehigh Acres, FL 33974","334 Grant Blvd, Lehigh Acres, FL 33974","$1,600","3 Beds, 2 Baths, 1,250 sq ft",2392226463
Alabama,"428-430 Petite Ave, Lehigh Acres, FL 33974","428-430 Petite Ave, Lehigh Acres, FL 33974","$2,100","3 Beds, 2 Baths, 1,189 sq ft",2394704573
Alabama,"2709 6th St W, Lehigh Acres, FL 33971","2709 6th St W, Lehigh Acres, FL 33971","$2,100","3 Beds, 2 Baths",7867150478
Alabama,"3204 35th St SW, Lehigh Acres, FL 33976","3204 35th St SW, Lehigh Acres, FL 33976","$2,300","4 Beds, 2 Baths, 1,692 sq ft",2392819884
Alabama,"3103 6th St SW, Lehigh Acres, FL 33976","3103 6th St SW, Lehigh Acres, FL 33976","$3,000","3 Beds, 2 Baths, 2,321 sq ft",2398101261
Alabama,"3216 9th St SW, Lehigh Acres, FL 33976","3216 9th St SW, Lehigh Acres, FL 33976","$1,860","3 Beds, 2 Baths, 1,283 sq ft",6562527865
Alabama,"20012 Lake Vista Cir N, Lehigh Acres, FL 33936","20012 Lake Vista Cir N, Lehigh Acres, FL 33936","$1,800","3 Beds, 2 Baths, 1,442 sq ft",2394627776
Alabama,"348 Dellwood Ave, Lehigh Acres, FL 33936","348 Dellwood Ave, Lehigh Acres, FL 33936","$1,650","2 Beds, 2 Baths, 1,336 sq ft",2394627776
Alabama,"2806 5th St W, Lehigh Acres, FL 33971","2806 5th St W, Lehigh Acres, FL 33971","$2,300","3 Beds, 2 Baths, 1,614 sq ft",7867785111
Alabama,"3204 21st St SW, Lehigh Acres, FL 33976","3204 21st St SW, Lehigh Acres, FL 33976","$1,525","3 Beds, 2 Baths, 1,048 sq ft",9045630108
Alabama,"118 Georgia Rd, Lehigh Acres, FL 33936","118 Georgia Rd, Lehigh Acres, FL 33936","$1,575","3 Beds, 2 Baths, 1,430 sq ft",2394704573
Alabama,"3000 8th St W, Lehigh Acres, FL 33971","3000 8th St W, Lehigh Acres, FL 33971","$2,300","3 Beds, 2 Baths, 1,291 sq ft",2398951025
Alabama,"1561 Meadow Rd, Lehigh Acres, FL 33976","1561 Meadow Rd, Lehigh Acres, FL 33976","$2,000","3 Beds, 2 Baths, 1,106 sq ft",7868161839
Alabama,"1905 Nora Ave S, Lehigh Acres, FL 33976","1905 Nora Ave S, Lehigh Acres, FL 33976","$1,715","4 Beds, 2 Baths, 1,441 sq ft",9045630108
Alabama,"3112 30th St SW, Lehigh Acres, FL 33976","3112 30th St SW, Lehigh Acres, FL 33976","$1,860","3 Beds, 2 Baths, 1,458 sq ft",9047426036
Alabama,"3302 33rd St SW, Lehigh Acres, FL 33976","3302 33rd St SW, Lehigh Acres, FL 33976","$1,740","3 Beds, 2 Baths, 1,314 sq ft",9045630108
Alabama,"12005 Savanna Lks Blvd, Lehigh Acres, FL 33974","12005 Savanna Lks Blvd, Lehigh Acres, FL 33974","$3,100","5 Beds, 3 Baths, 3,326 sq ft",2396337255
Alabama,"1212 Casedale St, Lehigh Acres, FL 33936","1212 Casedale St, Lehigh Acres, FL 33936","$2,200","4 Beds, 2 Baths, 1,872 sq ft",2394704573
Alabama,"3206 21st St SW, Lehigh Acres, FL 33976","3206 21st St SW, Lehigh Acres, FL 33976","$1,995","3 Beds, 2 Baths, 1,180 sq ft",2392818497
Alabama,"450 Grant Blvd, Lehigh Acres, FL 33974","450 Grant Blvd, Lehigh Acres, FL 33974","$1,595","2 Beds, 2 Baths, 1,244 sq ft",
Alabama,"44 Tangelo Ct, Lehigh Acres, FL 33936","44 Tangelo Ct, Lehigh Acres, FL 33936","$1,250","2 Beds, 2 Baths, 1,000 sq ft",
Alabama,"2705 23rd St SW, Lehigh Acres, FL 33976","2705 23rd St SW, Lehigh Acres, FL 33976","$1,700","3 Beds, 2 Baths, 1,147 sq ft",
Alabama,"2507 34th St SW, Lehigh Acres, FL 33976","2507 34th St SW, Lehigh Acres, FL 33976","$1,575","2 Beds, 2 Baths, 1,297 sq ft",
